isogroup150502	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup15055	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup16279	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup1673	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup18365	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup19107	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup194	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup19914	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup20166	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup20177	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup2034	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup20845	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup21353	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup23207	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup23270	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup23349	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup24102	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup2454	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup26105	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup26146	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup28300	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup28566	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup29239	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup30187	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup30510	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup31381	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup31524	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup31721	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup32902	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup33747	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup3410	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup34445	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup35661	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup36347	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup36938	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup37817	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup37959	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup38250	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup38816	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup39009	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup39203	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup39704	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup3987	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup40285	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup40337	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup41337	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup4178	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup4220	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup5321	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup5415	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup5505	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup5614	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup5674	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup5749	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup5959	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup7143	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup8199	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup8814	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup9000	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup9213	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup9364	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup9384	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup9472	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup9586	A0A0H2URK1	 Pneumococcal serine-rich repeat protein OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=psrP PE=1 SV=1
isogroup15283	A0A0H2VDN9	 Secretory immunoglobulin A-binding protein EsiB OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=esiB PE=1 SV=1
isogroup17036	A0A0H2VDN9	 Secretory immunoglobulin A-binding protein EsiB OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=esiB PE=1 SV=1
isogroup1905	A0A0H2VDN9	 Secretory immunoglobulin A-binding protein EsiB OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=esiB PE=1 SV=1
isogroup21682	A0A0H2VDN9	 Secretory immunoglobulin A-binding protein EsiB OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=esiB PE=1 SV=1
isogroup22114	A0A0H2VDN9	 Secretory immunoglobulin A-binding protein EsiB OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=esiB PE=1 SV=1
isogroup23780	A0A0H2VDN9	 Secretory immunoglobulin A-binding protein EsiB OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=esiB PE=1 SV=1
isogroup25245	A0A0H2VDN9	 Secretory immunoglobulin A-binding protein EsiB OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=esiB PE=1 SV=1
isogroup36999	A0A0H2VDN9	 Secretory immunoglobulin A-binding protein EsiB OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=esiB PE=1 SV=1
isogroup37939	A0A0H2VDN9	 Secretory immunoglobulin A-binding protein EsiB OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=esiB PE=1 SV=1
isogroup39013	A0A0H2VDN9	 Secretory immunoglobulin A-binding protein EsiB OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=esiB PE=1 SV=1
isogroup5344	A0A0H2VDN9	 Secretory immunoglobulin A-binding protein EsiB OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=esiB PE=1 SV=1
isogroup6060	A0A0H2VDN9	 Secretory immunoglobulin A-binding protein EsiB OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=esiB PE=1 SV=1
isogroup6636	A0A0H2VDN9	 Secretory immunoglobulin A-binding protein EsiB OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=esiB PE=1 SV=1
isogroup6659	A0A0H2VDN9	 Secretory immunoglobulin A-binding protein EsiB OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=esiB PE=1 SV=1
isogroup8075	A0A0H2VDN9	 Secretory immunoglobulin A-binding protein EsiB OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=esiB PE=1 SV=1
isogroup8232	A0A0H2VDN9	 Secretory immunoglobulin A-binding protein EsiB OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=esiB PE=1 SV=1
isogroup8347	A0A0H2VDN9	 Secretory immunoglobulin A-binding protein EsiB OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=esiB PE=1 SV=1
isogroup13718	A0A0H3GGE2	 Adhesin BmaC autotransporter OS=Brucella suis biovar 1 (strain 1330) OX=204722 GN=bmaC PE=1 SV=1
isogroup33495	A0A0H3LKL4	 6-hydroxynicotinate 3-monooxygenase OS=Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50) OX=257310 GN=nicC PE=1 SV=1
isogroup7540	A0A0I9QGZ2	 Transketolase OS=Geobacillus stearothermophilus OX=1422 GN=tkt PE=1 SV=1
isogroup36465	A0A0J9YX94	 Paraneoplastic antigen Ma6F OS=Homo sapiens OX=9606 GN=PNMA6F PE=4 SV=1
isogroup14991	A0A0M5K865	 Crinkler effector protein 108 OS=Phytophthora sojae OX=67593 GN=CRN108 PE=1 SV=1
isogroup15008	A0A0M5K865	 Crinkler effector protein 108 OS=Phytophthora sojae OX=67593 GN=CRN108 PE=1 SV=1
isogroup150080	A0A0M5K865	 Crinkler effector protein 108 OS=Phytophthora sojae OX=67593 GN=CRN108 PE=1 SV=1
isogroup15146	A0A0M5K865	 Crinkler effector protein 108 OS=Phytophthora sojae OX=67593 GN=CRN108 PE=1 SV=1
isogroup14626	A0A0P0V5U9	 Indole-3-pyruvate monooxygenase YUCCA1 OS=Oryza sativa subsp. japonica OX=39947 GN=YUCCA1 PE=1 SV=1
isogroup15372	A0A0P0V5U9	 Indole-3-pyruvate monooxygenase YUCCA1 OS=Oryza sativa subsp. japonica OX=39947 GN=YUCCA1 PE=1 SV=1
isogroup40573	A0A0P0VG31	 DnaJ protein P58IPK homolog A OS=Oryza sativa subsp. japonica OX=39947 GN=P58A PE=1 SV=1
isogroup12378	A0A0P0XM10	 Polyamine oxidase 6 OS=Oryza sativa subsp. japonica OX=39947 GN=PAO6 PE=2 SV=1
isogroup16355	A0A0P6JG37	 Acid ceramidase OS=Heterocephalus glaber OX=10181 GN=ASAH1 PE=1 SV=1
isogroup2661	A0A0R4IBK5	 E3 ubiquitin-protein ligase rnf213-alpha OS=Danio rerio OX=7955 GN=rnf213a PE=3 SV=1
isogroup28653	A0A0R4IBK5	 E3 ubiquitin-protein ligase rnf213-alpha OS=Danio rerio OX=7955 GN=rnf213a PE=3 SV=1
isogroup9536	A0A0R4IBK5	 E3 ubiquitin-protein ligase rnf213-alpha OS=Danio rerio OX=7955 GN=rnf213a PE=3 SV=1
isogroup35740	A0A0R4IFG5	 Cilia- and flagella-associated protein 53 OS=Danio rerio OX=7955 GN=cfap53 PE=2 SV=1
isogroup36525	A0A0R4IKJ1	 mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase OS=Danio rerio OX=7955 GN=pcif1 PE=1 SV=1
isogroup39039	A0A0R4IKJ1	 mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase OS=Danio rerio OX=7955 GN=pcif1 PE=1 SV=1
isogroup5702	A0A0R4IKJ1	 mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase OS=Danio rerio OX=7955 GN=pcif1 PE=1 SV=1
isogroup7676	A0A0R4IKJ1	 mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase OS=Danio rerio OX=7955 GN=pcif1 PE=1 SV=1
isogroup645	A0A0U1LQE1	 ABC transporter cctS OS=Talaromyces islandicus OX=28573 GN=cctS PE=3 SV=1
isogroup24898	A0A0U1LQE6	 Cyclochlorotine synthetase OS=Talaromyces islandicus OX=28573 GN=cctN PE=3 SV=1
isogroup41496	A0A140JWS7	 Monooxygenase ptmN OS=Penicillium simplicissimum OX=69488 GN=ptmN PE=3 SV=1
isogroup1443	A0A140N890	 L-aspartate/glutamate-specific racemase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ygeA PE=1 SV=1
isogroup29629	A0A159BP93	 2-oxoglutarate-dependent dioxygenase citB OS=Monascus ruber OX=89489 GN=citB PE=1 SV=1
isogroup23806	A0A168WVR6	 ADP-ribosylarginine hydrolase Tri1 OS=Pseudomonas putida (strain DSM 28064 / B6-2) OX=1081940 GN=tri1 PE=3 SV=1
isogroup9925	A0A168WVR6	 ADP-ribosylarginine hydrolase Tri1 OS=Pseudomonas putida (strain DSM 28064 / B6-2) OX=1081940 GN=tri1 PE=3 SV=1
isogroup12786	A0A179HKZ8	 ABC1 family protein lscO OS=Purpureocillium lilacinum OX=33203 GN=lcsO PE=2 SV=1
isogroup16204	A0A1B0GV03	 Golgin subfamily A member 6-like protein 7 OS=Homo sapiens OX=9606 GN=GOLGA6L7 PE=3 SV=1
isogroup24933	A0A1B0GV03	 Golgin subfamily A member 6-like protein 7 OS=Homo sapiens OX=9606 GN=GOLGA6L7 PE=3 SV=1
isogroup36452	A0A1B0GV03	 Golgin subfamily A member 6-like protein 7 OS=Homo sapiens OX=9606 GN=GOLGA6L7 PE=3 SV=1
isogroup20941	A0A1B0GWK0	 Parvalbumin-like EF-hand-containing protein OS=Homo sapiens OX=9606 GN=PVALEF PE=3 SV=1
isogroup18558	A0A1B4XBG9	 Methyltransferase sdnD OS=Sordaria araneosa OX=573841 GN=sdnD PE=3 SV=1
isogroup24847	A0A1B4XBG9	 Methyltransferase sdnD OS=Sordaria araneosa OX=573841 GN=sdnD PE=3 SV=1
isogroup29974	A0A1B4XBG9	 Methyltransferase sdnD OS=Sordaria araneosa OX=573841 GN=sdnD PE=3 SV=1
isogroup35393	A0A1B4XBG9	 Methyltransferase sdnD OS=Sordaria araneosa OX=573841 GN=sdnD PE=3 SV=1
isogroup11743	A0A1C3NSL9	 Apical junction molecule OS=Caenorhabditis elegans OX=6239 GN=ajm-1 PE=1 SV=1
isogroup37922	A0A1C3NSL9	 Apical junction molecule OS=Caenorhabditis elegans OX=6239 GN=ajm-1 PE=1 SV=1
isogroup4459	A0A1C3NSL9	 Apical junction molecule OS=Caenorhabditis elegans OX=6239 GN=ajm-1 PE=1 SV=1
isogroup40456	A0A1D5P556	 Disheveled-associated activator of morphogenesis 2 OS=Gallus gallus OX=9031 GN=DAAM2 PE=1 SV=2
isogroup5197	A0A1D5P556	 Disheveled-associated activator of morphogenesis 2 OS=Gallus gallus OX=9031 GN=DAAM2 PE=1 SV=2
